order_id,customer_id,order_date,total,status
574,366,2024-10-12 18:46:40,185.42,completed
575,376,2025-09-29 18:31:13,72.01,completed
576,420,2024-11-20 18:15:18,68.77,completed
577,312,2025-05-07 05:02:45,97.58,completed
578,162,2025-04-08 05:37:16,9.79,completed
579,348,2024-11-17 07:55:34,216.67,completed
580,169,2024-07-13 11:11:38,69.02,completed
581,35,2024-09-21 20:28:12,87.94,completed
582,134,2024-02-27 13:06:07,339.45,completed
583,199,2025-06-30 11:19:02,57.77,completed
584,70,2024-07-17 15:39:06,105.06,completed
585,209,2025-03-05 13:07:37,168.3,completed
586,338,2024-01-06 12:03:06,79.58,shipped
587,72,2024-09-13 05:41:22,124.87,completed
588,148,2023-12-06 18:09:51,263.35,shipped
589,4,2024-02-03 17:10:50,108.21,completed
590,376,2024-01-15 14:46:01,37.28,returned
591,480,2024-03-31 14:07:23,153.14,completed
592,298,2024-06-20 09:48:47,120.44,shipped
593,309,2025-05-19 00:13:58,440.17,completed
594,187,2024-01-31 19:25:56,241.3,completed
595,286,2024-01-25 21:29:12,110.18,completed
596,315,2024-08-30 12:57:47,100.68,completed
597,413,2025-10-22 13:55:06,42.78,returned
598,99,2025-09-06 19:20:41,229.05,completed
599,75,2024-12-10 04:12:24,215.88,completed
600,397,2025-08-09 10:54:38,180.74,completed
601,76,2024-05-28 07:36:50,140.84,completed
602,467,2025-01-02 12:20:59,21.09,completed
603,346,2025-07-26 03:50:36,205.11,completed
604,487,2024-12-20 19:45:40,303.61,completed
605,82,2025-03-25 20:30:01,598.63,completed
606,465,2024-09-11 18:17:49,36.63,shipped
607,430,2023-12-31 18:46:59,70.85,completed
608,250,2023-11-19 22:57:32,101.66,completed
609,16,2025-06-27 21:30:11,168.22,completed
610,364,2025-10-17 16:49:10,100.49,shipped
611,65,2025-01-05 04:30:17,116.64,completed
612,377,2023-11-26 20:46:07,201.99,completed
613,414,2024-02-07 08:38:15,294.72,completed
614,400,2024-11-17 19:47:56,186.77,completed
615,192,2025-02-14 13:05:59,287.81,completed
616,474,2024-12-20 04:51:52,48.73,completed
617,389,2024-09-17 20:22:17,194.62,completed
618,399,2024-11-22 23:06:43,128.1,cancelled
619,326,2025-05-20 10:16:25,530.68,completed
620,370,2024-12-03 07:40:23,227.52,completed
621,169,2025-01-22 06:13:18,291.66,shipped
622,359,2024-02-22 12:13:26,150.7,completed
623,183,2024-04-15 08:25:33,45.76,completed
624,178,2025-09-24 12:57:48,231.6,completed
625,169,2024-01-15 16:01:02,207.43,shipped
626,89,2024-03-28 11:46:28,54.8,completed
627,51,2025-02-06 00:35:51,9.45,completed
628,232,2025-02-19 18:15:59,247.17,shipped
629,368,2025-09-30 15:28:46,17.5,completed
630,242,2024-08-19 13:17:36,39.3,shipped
631,314,2024-10-25 03:17:37,287.72,shipped
632,289,2025-11-07 02:51:45,64.38,completed
633,477,2025-07-17 09:24:39,5.27,completed
634,120,2025-10-12 03:07:34,90.16,completed
635,247,2023-11-25 18:46:54,42.12,completed
636,157,2025-11-07 07:42:44,121.03,completed
637,86,2025-07-30 01:38:52,79.54,completed
638,364,2024-06-14 09:39:02,150.62,completed
639,336,2024-10-26 17:04:49,144.36,completed
640,407,2024-02-27 23:47:31,110.06,shipped
641,7,2025-05-26 02:33:56,74.66,shipped
642,496,2024-09-27 12:47:11,40.57,completed
643,62,2025-07-22 18:41:09,348.22,completed
644,434,2024-06-06 13:50:27,144.29,completed
645,64,2025-09-07 13:08:47,250.49,shipped
646,71,2024-03-21 16:07:05,76.53,completed
647,84,2025-03-25 05:08:35,119.33,completed
648,142,2025-08-06 21:27:32,141.06,completed
649,25,2024-10-10 07:14:27,34.8,completed
650,311,2024-01-13 08:14:02,305.18,completed
651,23,2024-03-08 14:17:14,39.35,completed
652,133,2025-06-04 13:24:13,78.56,completed
653,424,2024-02-09 08:21:25,205.8,returned
654,412,2025-10-29 10:00:54,344.52,completed
655,197,2024-03-22 01:41:56,37.92,completed
656,337,2023-12-26 17:39:46,81.64,completed
657,46,2024-04-21 13:41:23,295.32,completed
658,301,2024-12-29 21:43:23,153.01,completed
659,449,2024-05-28 08:07:34,139.37,shipped
660,75,2024-05-10 22:10:09,292.78,completed
661,349,2025-06-08 10:01:50,109.76,completed
662,339,2025-06-27 07:08:04,88.7,cancelled
663,439,2025-10-02 05:07:26,228.21,completed
664,136,2024-11-21 00:54:30,224.76,completed
665,164,2024-08-06 23:01:53,146.07,shipped
666,440,2024-05-10 06:40:00,18.21,completed
667,134,2024-10-14 06:13:43,153.51,returned
668,189,2024-08-09 17:33:38,110.82,completed
669,384,2025-05-09 03:21:48,78.97,shipped
670,453,2025-02-14 11:50:14,79.12,completed
671,11,2025-06-03 19:40:57,165.33,completed
672,465,2024-09-09 22:00:54,293.62,cancelled
673,298,2025-09-18 03:43:24,143.38,completed
674,267,2025-06-21 17:36:12,177.92,completed
675,189,2025-01-01 15:29:27,58.46,completed
676,150,2023-12-22 13:25:06,153.88,cancelled
677,365,2024-11-07 10:21:28,184.85,completed
678,440,2025-01-18 14:12:07,438.76,completed
679,403,2024-08-13 07:58:00,159.05,completed
680,3,2025-08-12 08:10:19,64.41,shipped
681,449,2025-03-22 20:32:50,48.06,completed
682,87,2024-03-25 07:36:53,113.31,completed
683,344,2024-08-27 10:08:47,132.74,completed
684,88,2024-06-07 19:45:28,601.86,completed
685,420,2024-12-18 11:35:15,174.46,shipped
686,215,2024-03-29 23:55:31,22.77,completed
687,429,2024-07-12 19:17:13,138.32,completed
688,103,2024-02-22 13:25:38,46.69,completed
689,112,2024-02-19 01:20:23,208.95,completed
690,59,2025-04-19 23:11:54,71.01,completed
691,219,2025-01-21 05:17:34,143.78,cancelled
692,104,2025-05-07 19:20:03,253.97,completed
693,87,2025-06-20 15:52:13,276.59,completed
694,271,2024-05-13 20:08:00,219.7,completed
695,432,2024-12-10 06:06:43,146.61,completed
696,226,2024-07-24 02:15:23,402.61,completed
697,207,2025-09-27 16:06:34,148.56,cancelled
698,70,2024-05-29 21:12:32,20.93,completed
699,415,2024-08-22 09:36:00,352.22,shipped
700,218,2025-07-26 04:28:35,129.9,completed
701,66,2025-06-21 15:02:22,11.38,completed
702,52,2024-06-10 15:22:56,167.47,shipped
703,230,2023-12-21 19:48:35,126.9,shipped
704,291,2023-12-09 14:53:16,36.42,completed
705,144,2025-04-23 03:05:48,152.68,shipped
706,1,2024-10-13 14:26:58,94.68,completed
707,79,2024-05-30 20:27:09,708.64,cancelled
708,338,2024-07-09 11:52:38,141.15,completed
709,255,2025-04-05 06:21:26,89.07,completed
710,415,2024-08-26 14:13:38,103.21,returned
711,420,2024-06-23 17:31:48,27.78,completed
712,289,2025-04-04 18:54:27,100.11,completed
713,448,2024-11-12 02:34:29,368.6,shipped
714,265,2024-08-04 03:42:55,6.32,completed
715,400,2025-06-11 19:09:11,420.89,completed
716,212,2024-03-07 07:51:02,74.17,shipped
717,125,2025-09-20 20:26:43,188.5,completed
718,175,2024-04-16 01:40:44,284.81,completed
719,71,2025-09-01 22:20:05,26.88,returned
720,311,2025-09-28 18:17:30,239.06,shipped
721,69,2024-01-13 18:44:58,92.6,completed
722,134,2024-02-09 17:36:07,163.18,completed
723,487,2024-03-02 21:37:36,65.38,completed
724,486,2024-04-13 12:54:13,368.25,completed
725,421,2024-03-13 22:42:33,235.9,completed
726,187,2025-11-10 04:06:53,203.66,completed
727,473,2025-05-21 22:46:36,286.09,completed
728,496,2024-10-27 17:56:55,64.1,completed
729,395,2024-06-23 22:21:30,16.95,completed
730,272,2025-07-05 02:05:04,69.18,completed
731,104,2025-01-05 12:16:05,238.52,completed
732,418,2025-03-06 17:09:14,301.25,completed
733,40,2025-07-01 16:02:42,129.66,shipped
734,228,2025-06-09 05:51:01,55.53,completed
735,183,2025-06-04 23:11:48,122.9,completed
736,234,2024-11-30 18:30:55,17.74,completed
737,150,2025-04-28 01:29:48,137.7,completed
738,211,2025-11-14 09:20:28,237.92,completed
739,8,2025-03-11 09:15:07,254.54,completed
740,350,2025-06-06 21:11:47,34.41,completed
741,344,2025-08-09 16:45:09,181.14,completed
742,92,2024-01-20 02:55:07,251.72,completed
743,225,2024-10-30 07:28:42,207.68,completed
744,437,2024-10-20 17:02:18,110.5,completed
745,112,2025-10-15 03:55:14,205.41,completed
746,497,2025-07-08 00:58:20,6.84,shipped
747,62,2024-09-19 10:49:44,14.26,completed
748,494,2025-06-30 17:48:40,366.82,shipped
749,444,2024-04-23 10:13:26,107.02,returned
750,217,2024-05-21 20:48:02,150.57,completed
751,95,2025-04-14 08:01:43,386.06,cancelled
752,160,2024-06-30 03:33:40,308.43,completed
753,222,2025-03-30 05:46:06,5.28,completed
754,259,2025-03-27 11:36:21,106.09,completed
755,495,2025-04-25 05:23:00,343.87,completed
756,440,2025-06-13 17:38:39,114.14,shipped
757,40,2024-03-23 10:01:06,116.7,completed
758,268,2024-11-29 05:49:28,281.11,completed
759,493,2024-03-26 00:43:00,245.37,shipped
760,286,2023-12-09 01:16:18,137.89,shipped
761,195,2024-04-12 01:05:41,26.88,completed
762,402,2025-09-19 02:18:24,44.97,completed
763,396,2025-08-22 21:45:04,273.1,completed
764,493,2025-01-19 08:29:35,254.27,completed
765,465,2025-01-06 18:38:09,90.47,cancelled
766,98,2024-09-04 23:24:35,260.63,completed
767,378,2025-04-30 07:45:35,68.08,completed
768,276,2024-03-26 00:37:18,99.0,shipped
769,362,2025-08-12 20:13:43,92.84,shipped
770,11,2024-01-10 17:31:46,81.01,completed
771,303,2025-10-12 11:57:35,158.56,completed
772,171,2024-11-17 22:32:53,78.8,shipped
773,485,2024-08-15 21:01:54,160.96,shipped
774,101,2025-05-22 22:51:10,239.19,shipped
775,274,2023-11-25 00:03:31,113.31,cancelled
776,199,2025-04-06 23:59:37,41.87,completed
777,96,2025-01-09 21:18:49,120.93,cancelled
778,234,2024-01-01 09:52:30,225.8,completed
779,130,2025-07-29 12:15:55,266.07,completed
780,190,2025-09-02 22:17:16,10.56,completed
781,142,2024-01-06 10:55:11,576.04,completed
782,307,2025-02-28 11:21:01,72.69,completed
783,37,2025-07-16 04:25:04,32.92,shipped
784,261,2024-09-10 19:33:13,187.73,completed
785,311,2024-05-25 00:08:40,40.56,completed
786,432,2025-08-18 07:43:17,42.74,returned
787,420,2023-12-17 14:16:44,395.16,completed
788,233,2024-05-31 05:07:31,28.42,completed
789,380,2024-07-27 16:59:02,95.25,completed
790,414,2025-05-23 08:56:43,68.57,cancelled
791,18,2025-03-22 16:30:50,90.0,completed
792,6,2024-04-14 04:03:21,59.81,completed
793,390,2023-12-10 23:46:57,76.28,completed
794,193,2024-09-10 11:52:33,249.35,completed
795,64,2025-03-02 03:14:51,208.44,completed
796,102,2025-07-23 00:14:17,169.86,completed
797,299,2024-05-11 11:54:18,35.18,shipped
798,425,2024-07-24 15:19:15,92.62,completed
799,324,2025-05-26 19:29:50,21.39,completed
800,105,2025-01-11 18:21:50,148.43,shipped
801,472,2024-12-09 22:15:25,148.39,returned
802,370,2025-08-20 16:25:38,210.33,shipped
803,218,2024-03-06 16:38:45,21.09,completed
804,356,2024-06-09 09:45:12,10.22,completed
805,435,2025-03-13 23:29:39,212.44,completed
806,109,2025-10-09 10:25:09,130.58,completed
807,367,2024-05-11 09:54:27,224.45,shipped
808,488,2024-07-29 07:37:23,85.83,completed
809,392,2025-09-03 16:28:26,96.73,completed
810,469,2024-05-11 11:25:12,76.89,completed
811,484,2025-09-29 13:43:04,86.79,completed
812,408,2024-07-09 13:22:48,173.66,completed
813,189,2023-11-24 09:08:25,115.31,returned
814,146,2023-12-12 23:34:29,105.14,completed
815,476,2025-09-11 12:09:19,173.49,cancelled
816,438,2025-10-30 10:26:59,27.99,completed
817,357,2025-09-15 16:31:35,139.35,shipped
818,305,2025-05-11 21:55:11,88.37,completed
819,488,2025-07-19 03:16:31,123.1,completed
820,259,2025-03-21 22:23:09,260.15,shipped
821,378,2025-06-12 05:11:49,466.06,completed
822,79,2024-02-03 20:32:54,119.75,completed
823,484,2024-12-18 23:37:55,196.52,shipped
824,242,2024-01-07 21:26:38,79.8,completed
825,418,2025-05-23 16:20:59,133.69,completed
826,269,2025-09-22 23:05:13,90.82,completed
827,39,2024-09-18 01:10:55,105.78,shipped
828,262,2024-10-22 09:10:39,67.79,shipped
829,472,2024-11-17 12:04:06,380.59,completed
830,185,2024-12-11 13:41:11,284.95,shipped
831,262,2024-06-24 19:36:19,423.09,completed
832,27,2024-12-18 14:03:25,362.26,shipped
833,141,2025-10-18 03:21:56,88.04,completed
834,366,2024-01-06 05:07:41,156.41,shipped
835,383,2025-08-30 15:20:49,112.18,completed
836,383,2024-10-10 07:10:31,173.67,completed
837,491,2024-08-09 10:29:54,196.27,completed
838,137,2024-03-27 23:51:34,10.22,completed
839,56,2024-06-18 19:06:18,133.8,completed
840,301,2024-05-30 13:42:11,155.58,completed
841,471,2024-05-30 19:07:19,95.86,completed
842,126,2025-10-27 07:05:13,28.54,returned
843,107,2025-04-18 15:04:33,276.05,completed
844,100,2024-08-20 09:47:25,153.14,completed
845,78,2024-06-05 10:26:53,39.88,completed
846,146,2024-06-05 14:49:31,184.36,completed
847,400,2024-10-12 06:01:04,13.99,completed
848,64,2023-12-26 17:57:39,185.46,shipped
849,71,2025-08-17 15:52:53,415.43,completed
850,368,2025-01-01 05:10:58,206.1,completed
851,497,2024-04-26 12:31:47,151.34,completed
852,299,2025-08-12 16:31:41,135.08,shipped
853,142,2025-01-03 19:30:19,59.81,completed
854,22,2025-09-27 22:47:14,191.8,completed
855,50,2024-08-22 02:11:30,186.53,completed
856,126,2025-05-02 22:13:39,303.36,completed
857,442,2024-01-05 10:25:19,291.89,completed
858,217,2024-11-18 05:36:22,109.21,completed
859,6,2025-02-25 09:17:09,125.16,completed
860,80,2025-03-10 09:58:12,96.23,shipped
861,66,2024-05-02 02:18:46,193.82,completed
862,7,2024-10-29 23:46:01,568.42,completed
863,486,2025-05-15 11:09:02,368.67,completed
864,230,2025-07-16 08:53:34,445.95,completed
865,147,2025-01-17 07:41:39,358.99,completed
866,498,2024-02-06 10:21:59,34.8,completed
867,248,2023-11-27 07:07:31,139.27,completed
868,377,2025-03-27 16:39:49,202.3,completed
869,431,2025-05-01 05:20:08,100.59,completed
870,146,2025-04-03 18:44:48,189.8,completed
871,328,2025-06-24 03:15:25,334.99,completed
872,391,2025-10-22 07:00:34,168.26,completed
873,320,2025-07-28 22:24:49,407.19,completed
874,383,2025-06-01 03:00:39,393.1,completed
875,28,2025-04-18 05:36:33,261.62,completed
876,7,2024-07-21 03:24:49,53.4,completed
877,162,2024-05-20 08:01:40,69.63,returned
878,115,2025-03-29 03:22:53,212.23,completed
879,71,2025-02-19 22:35:30,110.51,completed
880,438,2024-02-18 23:58:41,131.87,completed
881,142,2024-03-08 10:43:24,122.66,completed
882,184,2025-01-05 00:24:42,311.56,completed
883,129,2024-11-03 18:32:22,13.68,completed
884,426,2024-12-09 09:10:08,199.24,cancelled
885,484,2024-12-17 06:26:12,215.88,completed
886,305,2025-04-11 16:08:02,91.4,completed
887,166,2024-05-31 14:56:47,112.07,cancelled
888,233,2025-09-24 03:54:57,189.49,completed
889,268,2025-01-06 18:05:24,18.19,completed
890,170,2025-06-08 08:38:22,166.52,completed
891,429,2024-09-10 00:23:05,139.61,completed
892,306,2025-07-31 14:45:53,60.12,returned
893,478,2025-03-12 09:39:05,28.08,completed
894,269,2025-01-29 07:16:59,272.55,completed
895,33,2025-02-07 03:26:38,16.95,cancelled
896,163,2024-10-10 18:21:56,111.06,shipped
897,6,2025-02-12 14:47:35,125.55,shipped
898,470,2024-12-29 01:48:44,28.53,completed
899,279,2024-12-18 19:43:18,11.81,completed
900,376,2025-07-10 06:14:28,24.15,completed
901,274,2024-03-14 14:21:46,265.92,completed
902,195,2025-10-02 10:44:24,35.49,completed
903,396,2025-10-03 22:38:08,115.27,shipped
904,404,2025-06-30 21:06:32,305.32,shipped
905,437,2025-05-04 14:36:09,131.07,completed
906,312,2025-02-22 08:16:06,36.1,completed
907,420,2024-01-01 12:32:04,462.66,completed
908,455,2024-07-09 22:32:22,131.82,completed
909,103,2024-07-16 11:37:51,296.87,completed
910,479,2024-11-22 23:52:01,40.65,completed
911,302,2025-02-06 18:02:18,195.21,completed
912,498,2025-05-14 07:12:11,288.7,shipped
913,442,2024-02-26 09:17:44,32.92,shipped
914,471,2025-08-26 17:12:48,113.58,completed
915,388,2024-11-21 12:27:22,152.49,cancelled
916,11,2024-02-04 11:46:53,17.66,completed
917,394,2024-06-15 05:06:25,20.28,shipped
918,359,2025-08-28 10:52:52,15.18,completed
919,162,2024-10-29 06:34:26,20.93,completed
920,169,2025-04-27 04:05:23,288.65,completed
921,455,2024-03-01 00:38:15,262.84,completed
922,324,2024-05-30 07:56:01,122.75,completed
923,441,2024-09-02 21:44:03,100.58,completed
924,391,2024-05-13 19:57:20,300.18,completed
925,315,2023-12-13 11:58:35,108.67,cancelled
926,130,2025-08-05 12:33:14,8.25,completed
927,439,2024-01-23 18:03:56,100.49,completed
928,366,2025-09-14 14:53:46,59.0,cancelled
929,298,2025-06-03 08:33:23,117.83,completed
930,425,2025-02-21 20:28:01,325.63,completed
931,299,2025-01-07 23:32:59,101.89,completed
932,228,2025-06-17 23:00:23,20.33,completed
933,190,2024-09-06 09:33:08,83.4,completed
934,346,2025-05-20 01:03:23,164.27,completed
935,494,2024-05-29 10:18:43,84.48,cancelled
936,488,2024-03-30 03:40:28,83.12,returned
937,85,2024-06-10 05:02:02,116.48,cancelled
938,134,2024-02-25 21:17:44,22.65,cancelled
939,387,2025-10-17 19:04:51,244.06,shipped
940,46,2024-04-21 10:47:04,73.13,shipped
941,95,2025-08-22 03:48:33,117.87,completed
942,112,2025-01-20 15:24:16,152.78,completed
943,1,2025-04-02 01:29:05,89.75,completed
944,12,2024-05-09 00:59:37,126.98,completed
945,81,2025-02-17 07:53:28,237.93,completed
946,118,2024-10-29 08:44:32,91.73,shipped
947,396,2024-03-20 14:28:10,59.63,shipped
948,484,2024-12-24 05:40:14,244.07,completed
949,450,2024-05-16 02:17:18,11.81,completed
950,499,2024-05-18 06:30:32,9.83,completed
951,320,2025-01-29 09:25:12,160.21,completed
952,68,2025-07-22 15:20:20,159.91,completed
953,432,2024-02-03 08:44:13,145.23,completed
954,215,2024-03-11 10:45:34,32.0,completed
955,300,2024-02-10 18:19:10,95.88,completed
956,92,2025-03-31 00:31:48,21.86,completed
957,53,2025-04-10 11:26:08,45.84,completed
958,378,2025-01-15 04:08:34,42.97,completed
959,480,2024-12-07 12:59:17,113.88,completed
960,448,2023-12-08 13:41:07,338.15,completed
961,46,2024-09-14 14:22:47,164.07,shipped
962,37,2025-10-29 18:00:34,54.37,shipped
963,175,2025-08-10 17:13:09,256.81,completed
964,320,2024-03-16 05:44:54,106.37,completed
965,447,2025-09-29 22:25:20,59.91,completed
966,360,2025-01-28 06:43:37,124.2,completed
967,313,2024-04-26 09:15:12,7.71,completed
968,137,2024-03-28 02:42:08,396.67,completed
969,161,2024-12-20 19:58:39,117.08,completed
970,56,2025-09-18 13:42:34,85.92,cancelled
971,151,2024-12-18 23:17:28,245.08,completed
972,142,2025-11-02 00:21:43,365.28,completed
973,331,2023-12-23 13:19:28,108.23,completed
974,164,2025-05-20 23:45:47,37.29,completed
975,49,2025-02-06 04:58:07,190.87,completed
976,453,2025-01-20 20:58:27,66.48,completed
977,303,2025-11-01 23:47:21,14.11,completed
978,232,2024-04-27 22:33:08,165.25,completed
979,339,2024-03-24 12:35:37,251.59,completed
980,284,2024-03-07 09:02:16,322.23,completed
981,29,2024-02-17 06:51:01,14.21,completed
982,405,2023-12-19 23:41:09,181.79,completed
983,452,2025-08-10 04:13:30,382.12,completed
984,58,2024-02-14 01:25:17,5.28,returned
985,344,2023-11-26 18:41:46,470.28,shipped
986,5,2024-04-06 23:40:02,160.98,completed
987,171,2024-05-11 20:45:37,9.79,returned
988,434,2024-03-30 16:42:57,252.52,completed
989,218,2025-10-05 16:22:15,42.58,completed
990,275,2023-11-16 20:16:08,184.05,completed
991,381,2023-11-27 20:19:15,279.79,completed
992,80,2024-01-03 03:51:56,360.21,completed
993,39,2025-05-05 10:27:24,82.62,shipped
994,50,2024-12-24 16:04:27,206.89,completed
995,102,2024-09-09 23:19:36,7.55,completed
996,415,2024-11-07 12:18:45,242.43,completed
997,259,2024-10-17 06:41:02,217.12,completed
998,389,2024-09-04 21:27:39,112.45,completed
999,42,2024-02-12 05:27:11,23.13,shipped
1000,183,2023-12-20 09:31:10,21.05,completed
1001,2,2025-10-22 01:16:35,314.03,shipped
1002,218,2023-12-08 08:24:30,133.43,completed
1003,206,2024-12-13 17:15:41,236.56,completed
1004,170,2025-08-29 15:23:27,42.86,shipped
1005,203,2025-03-19 14:38:47,129.62,completed
1006,429,2025-02-20 19:17:06,217.08,completed
1007,292,2025-04-19 18:03:06,79.07,completed
1008,299,2025-09-19 06:31:01,49.62,completed
1009,16,2025-01-21 16:46:55,27.99,returned
1010,299,2025-10-29 10:32:54,260.18,completed
1011,425,2025-07-30 03:57:44,60.51,completed
1012,117,2025-04-23 20:08:54,212.42,shipped
1013,44,2024-11-22 16:30:52,215.41,cancelled
1014,281,2025-05-23 10:57:16,21.8,completed
1015,169,2024-09-10 04:48:27,34.4,completed
1016,339,2024-02-17 17:35:24,335.63,completed
1017,198,2023-11-23 21:44:47,31.51,completed
1018,75,2025-01-13 15:31:12,70.78,completed
1019,316,2024-01-19 03:31:00,372.72,shipped
1020,67,2025-08-11 10:20:27,51.58,completed
1021,427,2024-07-01 16:52:44,15.37,completed
1022,138,2024-04-10 06:38:33,210.32,completed
1023,24,2024-08-30 15:59:04,234.45,completed
1024,497,2024-09-08 05:52:11,544.42,completed
1025,53,2025-07-26 03:25:35,33.25,completed
1026,490,2024-01-26 09:25:23,168.04,completed
1027,12,2024-06-26 11:50:10,341.71,completed
1028,8,2024-01-02 03:16:44,103.93,shipped
1029,488,2025-10-27 16:01:26,335.15,shipped
1030,35,2025-05-30 22:39:24,135.47,completed
1031,315,2024-05-15 21:55:32,71.18,shipped
1032,361,2025-10-12 11:59:37,197.96,completed
1033,438,2025-01-17 18:09:38,51.24,completed
1034,103,2024-06-26 23:00:15,146.98,completed
1035,223,2025-11-05 10:25:44,27.55,returned
1036,355,2024-07-20 05:31:51,76.59,shipped
1037,39,2025-04-02 23:26:50,161.15,completed
1038,106,2024-05-22 16:47:31,185.4,completed
1039,381,2025-03-27 04:51:02,14.2,completed
1040,268,2024-01-20 06:22:42,16.59,completed
1041,222,2025-02-15 04:26:10,30.68,completed
1042,98,2024-12-15 14:12:59,156.7,completed
1043,142,2025-06-23 17:17:28,817.68,completed
1044,209,2023-12-21 23:49:43,237.84,cancelled
1045,399,2025-07-17 20:08:08,90.84,completed
1046,155,2024-11-24 00:58:36,271.56,shipped
1047,448,2024-06-16 20:40:40,262.65,completed
1048,29,2024-10-07 07:30:31,148.54,completed
1049,78,2025-07-15 09:46:49,114.65,completed
1050,168,2025-06-20 13:56:33,118.79,completed
1051,80,2025-07-02 12:15:33,97.18,shipped
1052,188,2025-09-10 05:52:59,92.75,shipped
1053,176,2025-01-15 15:48:33,14.97,shipped
1054,435,2025-03-27 11:35:05,346.7,completed
1055,32,2024-03-01 14:06:15,195.55,shipped
1056,470,2024-04-14 15:42:57,4.8,completed
1057,392,2024-07-16 18:20:14,21.05,completed
1058,414,2024-07-12 11:13:00,67.09,completed
1059,354,2024-09-27 15:00:41,210.54,completed
1060,248,2025-09-18 02:54:24,47.92,completed
1061,5,2025-02-14 11:04:49,190.82,completed
1062,434,2024-07-17 22:51:56,174.41,completed
1063,327,2025-08-22 11:33:49,127.08,completed
1064,167,2025-04-23 11:40:57,609.84,completed
1065,445,2025-07-20 21:31:15,152.5,completed
1066,148,2024-01-30 01:22:01,59.36,shipped
1067,413,2023-12-12 06:53:47,20.2,completed
1068,68,2023-11-18 00:55:35,3.94,completed
1069,212,2024-04-17 10:14:04,47.42,completed
1070,473,2025-06-06 19:14:49,631.19,completed
1071,462,2025-07-07 16:24:59,486.34,completed
1072,55,2023-11-28 07:57:27,213.45,shipped
1073,256,2024-11-04 04:48:21,201.79,cancelled
1074,137,2025-08-25 00:01:40,55.73,completed
1075,17,2025-06-20 23:40:03,166.13,completed
1076,60,2024-09-24 05:10:11,122.8,completed
1077,271,2025-10-26 16:21:06,97.14,completed
1078,104,2024-04-04 20:41:10,144.88,shipped
1079,67,2023-11-17 22:17:12,595.1,completed
1080,396,2024-08-28 15:16:24,49.08,completed
1081,159,2025-08-11 01:45:48,37.8,completed
1082,168,2025-08-09 16:24:25,153.8,completed
1083,337,2024-06-18 20:50:57,185.42,completed
1084,76,2024-07-28 01:47:42,70.37,returned
1085,205,2025-06-13 16:23:43,265.2,completed
1086,57,2025-02-14 04:05:03,84.14,shipped
1087,4,2024-09-04 17:29:24,42.86,completed
1088,320,2024-10-20 01:07:42,211.59,completed
1089,130,2025-08-24 01:28:23,292.09,completed
1090,59,2024-01-12 02:16:50,133.57,completed
1091,197,2024-07-29 14:46:11,240.88,completed
1092,171,2023-11-30 09:14:07,75.27,completed
1093,479,2025-10-16 12:53:50,108.08,completed
1094,313,2025-05-03 09:22:02,30.0,completed
1095,169,2023-12-20 23:49:42,43.14,completed
1096,63,2024-10-18 18:52:10,81.16,completed
1097,112,2024-10-16 09:48:41,155.3,shipped
1098,273,2025-10-11 20:04:07,37.21,shipped
1099,18,2025-04-17 09:32:54,159.03,completed
1100,226,2024-09-13 01:47:05,391.44,shipped
1101,280,2024-10-08 01:03:44,180.5,completed
1102,66,2024-06-10 21:18:23,206.23,cancelled
1103,191,2024-01-25 16:24:17,194.21,completed
1104,155,2024-01-11 13:05:56,60.19,cancelled
1105,274,2023-11-25 08:00:21,34.8,completed
1106,238,2025-10-18 03:04:09,29.44,shipped
1107,352,2025-03-31 23:31:26,38.48,completed
1108,153,2024-09-15 10:42:10,26.32,completed
1109,391,2025-10-26 18:58:20,44.02,completed
1110,197,2024-08-29 08:14:25,72.04,cancelled
1111,9,2024-07-04 12:20:38,175.4,completed
1112,98,2025-09-19 00:19:44,68.19,shipped
1113,353,2024-01-21 10:08:32,381.91,completed
1114,328,2025-05-18 20:50:11,27.16,completed
1115,203,2024-01-24 08:07:54,164.68,shipped
1116,100,2025-05-15 01:52:59,307.95,completed
1117,486,2025-08-29 05:06:30,81.75,shipped
1118,79,2025-10-07 21:24:50,50.62,completed
1119,491,2024-05-07 19:22:41,146.29,completed
1120,103,2024-06-21 09:20:14,4.4,completed
1121,11,2023-11-16 10:26:44,285.27,shipped
1122,170,2025-08-03 14:40:41,111.36,completed
1123,486,2024-10-27 09:57:41,179.14,completed
1124,165,2025-01-08 22:02:48,76.26,completed
1125,49,2024-07-23 19:23:56,74.57,shipped
1126,305,2024-02-01 07:40:38,281.34,shipped
1127,274,2024-09-19 23:29:31,175.38,cancelled
1128,88,2025-03-06 04:53:08,88.79,completed
1129,294,2025-08-11 12:29:07,17.59,completed
1130,177,2025-10-31 15:34:22,6.35,completed
1131,218,2025-10-26 22:06:13,129.3,completed
1132,212,2025-02-16 14:53:51,383.89,completed
1133,251,2024-06-11 00:53:09,46.04,completed
1134,444,2025-07-07 03:57:00,170.22,shipped
1135,314,2025-03-09 16:41:00,66.16,shipped
1136,492,2024-11-13 19:46:01,9.36,cancelled
1137,360,2023-12-17 19:02:05,28.86,completed
1138,344,2024-12-25 06:27:01,292.14,returned
1139,265,2025-03-07 00:35:25,319.21,completed
1140,437,2023-11-26 21:20:06,147.9,returned
1141,372,2024-08-26 11:33:42,291.47,shipped
1142,265,2025-07-07 14:45:20,286.7,cancelled
